id,key,value,type
1399780828,operator,MBTA,regular
1399780828,public_transport,stop_position,regular
1399780828,ref,1495,regular
1399780828,source,massdot_import_081211,regular
1399780864,attribution,massDOT,regular
1399780864,bus,yes,regular
1399780864,highway,bus_stop,regular
1399780864,name,Dudley St @ Dearborn St,regular
1399780864,network,MBTA,regular
1399780864,operator,MBTA,regular
1399780864,public_transport,stop_position,regular
1399780864,ref,1489,regular
1399780864,source,massdot_import_081211,regular
1399780879,attribution,massDOT,regular
1399780879,bus,yes,regular
1399780879,highway,bus_stop,regular
1399780879,name,Dudley St @ Greenville St,regular
1399780879,network,MBTA,regular
1399780879,operator,MBTA,regular
1399780879,public_transport,stop_position,regular
1399780879,ref,1493,regular
1399780879,source,massdot_import_081211,regular
1399780925,attribution,massDOT,regular
1399780925,bus,yes,regular
1399780925,highway,bus_stop,regular
1399780925,name,Dudley St @ Mt Pleasant Ave,regular
1399780925,network,MBTA,regular
1399780925,operator,MBTA,regular
1399780925,public_transport,stop_position,regular
1399780925,ref,1494,regular
1399780925,source,massdot_import_081211,regular
1399780926,attribution,massDOT,regular
1399780926,bus,yes,regular
1399780926,highway,bus_stop,regular
1399780926,name,Dudley St @ Shawmut Ave,regular
1399780926,network,MBTA,regular
1399780926,operator,MBTA,regular
1399780926,public_transport,stop_position,regular
1399780926,ref,1147,regular
1399780926,source,massdot_import_081211,regular
1399780946,attribution,massDOT,regular
1399780946,bus,yes,regular
1399780946,highway,bus_stop,regular
1399780946,name,Dudley St @ Warren St,regular
1399780946,network,MBTA,regular
1399780946,operator,MBTA,regular
1399780946,public_transport,stop_position,regular
1399780946,ref,1491,regular
1399780946,source,massdot_import_081211,regular
1399780951,attribution,massDOT,regular
1399780951,bus,yes,regular
1399780951,highway,bus_stop,regular
1399780951,name,Dudley St @ Winslow St,regular
1399780951,network,MBTA,regular
1399780951,operator,MBTA,regular
1399780951,public_transport,stop_position,regular
1399780951,ref,1490,regular
1399780951,source,massdot_import_081211,regular
1399780971,attribution,massDOT,regular
1399780971,bus,yes,regular
1399780971,highway,bus_stop,regular
1399780971,name,Dudley Station - Platform D,regular
1399780971,network,MBTA,regular
1399780971,operator,MBTA,regular
1399780971,public_transport,stop_position,regular
1399780971,ref,64000,regular
1399780971,shelter,yes,regular
1399780971,source,massdot_import_081211,regular
1399781031,attribution,massDOT,regular
1399781031,bus,yes,regular
1399781031,highway,bus_stop,regular
1399781031,name,E 8th St @ Covington St,regular
1399781031,network,MBTA,regular
1399781031,operator,MBTA,regular
1399781031,public_transport,stop_position,regular
1399781031,ref,260,regular
1399781031,source,massdot_import_081211,regular
1399781040,attribution,massDOT,regular
1399781040,bus,yes,regular
1399781040,highway,bus_stop,regular
1399781040,name,E 8th St @ Covington St,regular
1399781040,network,MBTA,regular
1399781040,operator,MBTA,regular
1399781040,public_transport,stop_position,regular
1399781040,ref,283,regular
1399781040,source,massdot_import_081211,regular
1399781042,attribution,massDOT,regular
1399781042,bus,yes,regular
1399781042,highway,bus_stop,regular
1399781042,name,E 8th St @ Dorchester St,regular
1399781042,network,MBTA,regular
1399781042,operator,MBTA,regular
1399781042,public_transport,stop_position,regular
1399781042,ref,258,regular
1399781042,source,massdot_import_081211,regular
1399781053,attribution,massDOT,regular
1399781053,bus,yes,regular
1399781053,highway,bus_stop,regular
1399781053,name,E 8th St @ Dorchester St,regular
1399781053,network,MBTA,regular
1399781053,operator,MBTA,regular
1399781053,public_transport,stop_position,regular
1399781053,ref,286,regular
1399781053,source,massdot_import_081211,regular
1399781054,attribution,massDOT,regular
1399781054,bus,yes,regular
1399781054,highway,bus_stop,regular
1399781054,name,E 8th St @ G St,regular
1399781054,network,MBTA,regular
1399781054,operator,MBTA,regular
1399781054,public_transport,stop_position,regular
1399781054,ref,261,regular
1399781054,source,massdot_import_081211,regular
1399781067,attribution,massDOT,regular
1399781067,bus,yes,regular
1399781067,highway,bus_stop,regular
1399781067,name,E 8th St @ G St,regular
1399781067,network,MBTA,regular
1399781067,operator,MBTA,regular
1399781067,public_transport,stop_position,regular
1399781067,ref,282,regular
1399781067,source,massdot_import_081211,regular
1399781080,attribution,massDOT,regular
1399781080,bus,yes,regular
1399781080,highway,bus_stop,regular
1399781080,name,E 8th St @ H St,regular
1399781080,network,MBTA,regular
1399781080,operator,MBTA,regular
1399781080,public_transport,stop_position,regular
1399781080,ref,262,regular
1399781080,source,massdot_import_081211,regular
1399781084,attribution,massDOT,regular
1399781084,bus,yes,regular
1399781084,highway,bus_stop,regular
1399781084,name,E 8th St @ H St,regular
1399781084,network,MBTA,regular
1399781084,operator,MBTA,regular
1399781084,public_transport,stop_position,regular
1399781084,ref,281,regular
1399781084,source,massdot_import_081211,regular
1399781162,attribution,massDOT,regular
1399781162,bus,yes,regular
1399781162,highway,bus_stop,regular
1399781162,name,E 8th St @ Mercer St,regular
1399781162,network,MBTA,regular
1399781162,operator,MBTA,regular
1399781162,public_transport,stop_position,regular
1399781162,ref,285,regular
1399781162,source,massdot_import_081211,regular
1399781173,attribution,massDOT,regular
1399781173,bus,yes,regular
1399781173,highway,bus_stop,regular
1399781173,name,E 8th St @ Mercer St,regular
1399781173,network,MBTA,regular
1399781173,operator,MBTA,regular
1399781173,public_transport,stop_position,regular
1399781173,ref,25800,regular
1399781173,source,massdot_import_081211,regular
1399781187,attribution,massDOT,regular
1399781187,bus,yes,regular
1399781187,highway,bus_stop,regular
1399781187,name,E 8th St @ Old Harbor St,regular
1399781187,network,MBTA,regular
1399781187,operator,MBTA,regular
1399781187,public_transport,stop_position,regular
1399781187,ref,259,regular
1399781187,source,massdot_import_081211,regular
1399781198,attribution,massDOT,regular
1399781198,bus,yes,regular
1399781198,highway,bus_stop,regular
1399781198,name,E 8th St @ Old Harbor St,regular
1399781198,network,MBTA,regular
1399781198,operator,MBTA,regular
1399781198,public_transport,stop_position,regular
1399781198,ref,284,regular
1399781198,source,massdot_import_081211,regular
1399781199,attribution,massDOT,regular
1399781199,bus,yes,regular
1399781199,highway,bus_stop,regular
1399781199,name,E Berkeley @ Tremont St,regular
1399781199,network,MBTA,regular
1399781199,operator,MBTA,regular
1399781199,public_transport,stop_position,regular
1399781199,ref,36539,regular
1399781199,source,massdot_import_081211,regular
1399781208,attribution,massDOT,regular
1399781208,bus,yes,regular
1399781208,highway,bus_stop,regular
1399781208,name,E Berkeley St @ Harrison Ave,regular
1399781208,network,MBTA,regular
1399781208,operator,MBTA,regular
1399781208,public_transport,stop_position,regular
1399781208,ref,36538,regular
1399781208,source,massdot_import_081211,regular
1399781214,attribution,massDOT,regular
1399781214,bus,yes,regular
1399781214,highway,bus_stop,regular
1399781214,name,E Broadway @ G St,regular
1399781214,network,MBTA,regular
1399781214,operator,MBTA,regular
1399781214,public_transport,stop_position,regular
1399781214,ref,21,regular
1399781214,source,massdot_import_081211,regular
1399781215,attribution,massDOT,regular
1399781215,bus,yes,regular
1399781215,highway,bus_stop,regular
1399781215,name,E Broadway @ G St,regular
1399781215,network,MBTA,regular
1399781215,operator,MBTA,regular
1399781215,public_transport,stop_position,regular
1399781215,ref,45,regular
1399781215,source,massdot_import_081211,regular
1399781218,attribution,massDOT,regular
1399781218,bus,yes,regular
1399781218,highway,bus_stop,regular
1399781218,name,E Broadway @ H St,regular
1399781218,network,MBTA,regular
1399781218,operator,MBTA,regular
1399781218,public_transport,stop_position,regular
1399781218,ref,22,regular
1399781218,source,massdot_import_081211,regular
1399781219,attribution,massDOT,regular
1399781219,bus,yes,regular
1399781219,highway,bus_stop,regular
1399781219,name,E Broadway @ H St,regular
1399781219,network,MBTA,regular
1399781219,operator,MBTA,regular
1399781219,public_transport,stop_position,regular
1399781219,ref,44,regular
1399781219,source,massdot_import_081211,regular
1399781263,attribution,massDOT,regular
1399781263,bus,yes,regular
1399781263,highway,bus_stop,regular
1399781263,name,E Concord St @ Albany St,regular
1399781263,network,MBTA,regular
1399781263,operator,MBTA,regular
1399781263,public_transport,stop_position,regular
1399781263,ref,15089,regular
1399781263,source,massdot_import_081211,regular
1399781276,attribution,massDOT,regular
1399781276,bus,yes,regular
1399781276,highway,bus_stop,regular
1399781276,name,E Newton St @ Harrison Ave,regular
1399781276,network,MBTA,regular
1399781276,operator,MBTA,regular
1399781276,public_transport,stop_position,regular
1399781276,ref,5091,regular
1399781276,source,massdot_import_081211,regular
1399781278,attribution,massDOT,regular
1399781278,bus,yes,regular
1399781278,highway,bus_stop,regular
1399781278,name,E Newton St @ Washington St,regular
1399781278,network,MBTA,regular
1399781278,operator,MBTA,regular
1399781278,public_transport,stop_position,regular
1399781278,ref,9421,regular
1399781278,source,massdot_import_081211,regular
1399781848,attribution,massDOT,regular
1399781848,bus,yes,regular
1399781848,highway,bus_stop,regular
1399781848,name,Essex St @ Atlantic Ave,regular
1399781848,network,MBTA,regular
1399781848,operator,MBTA,regular
1399781848,public_transport,stop_position,regular
1399781848,ref,6538,regular
1399781848,source,massdot_import_081211,regular
1399781996,attribution,massDOT,regular
1399781996,bus,yes,regular
1399781996,highway,bus_stop,regular
1399781996,name,Essex St @ Kingston St,regular
1399781996,network,MBTA,regular
1399781996,operator,MBTA,regular
1399781996,public_transport,stop_position,regular
1399781996,ref,16537,regular
1399781996,source,massdot_import_081211,regular
1399782482,attribution,massDOT,regular
1399782482,bus,yes,regular
1399782482,highway,bus_stop,regular
1399782482,name,Federal St @ Franklin St,regular
1399782482,network,MBTA,regular
1399782482,operator,MBTA,regular
1399782482,public_transport,stop_position,regular
1399782482,ref,6551,regular
1399782482,source,massdot_import_081211,regular
1399782734,attribution,massDOT,regular
1399782734,bus,yes,regular
1399782734,highway,bus_stop,regular
1399782734,name,Felton St @ Cambridge St,regular
1399782734,network,MBTA,regular
1399782734,operator,MBTA,regular
1399782734,public_transport,stop_position,regular
1399782734,ref,1430,regular
1399782734,source,massdot_import_081211,regular
1399782745,attribution,massDOT,regular
1399782745,bus,yes,regular
1399782745,highway,bus_stop,regular
1399782745,name,Fenway Station - Inbound,regular
1399782745,network,MBTA,regular
1399782745,operator,MBTA,regular
1399782745,public_transport,stop_position,regular
1399782745,ref,70186,regular
1399782745,source,massdot_import_081211,regular
1399782753,attribution,massDOT,regular
1399782753,bus,yes,regular
1399782753,highway,bus_stop,regular
1399782753,name,Fenway Station - Outbound,regular
1399782753,network,MBTA,regular
1399782753,operator,MBTA,regular
1399782753,public_transport,stop_position,regular
1399782753,ref,70187,regular
1399782753,source,massdot_import_081211,regular
1399782755,attribution,massDOT,regular
1399782755,bus,yes,regular
1399782755,highway,bus_stop,regular
1399782755,name,Fenwood Rd - Inbound,regular
1399782755,network,MBTA,regular
1399782755,operator,MBTA,regular
1399782755,public_transport,stop_position,regular
1399782755,ref,70252,regular
1399782755,source,massdot_import_081211,regular
1399782758,attribution,massDOT,regular
1399782758,bus,yes,regular
1399782758,highway,bus_stop,regular
1399782758,name,Fenwood Rd - Outbound,regular
1399782758,network,MBTA,regular
1399782758,operator,MBTA,regular
1399782758,public_transport,stop_position,regular
1399782758,ref,70251,regular
1399782758,source,massdot_import_081211,regular
1399782906,attribution,massDOT,regular
1399782906,bus,yes,regular
1399782906,highway,bus_stop,regular
1399782906,name,First Ave @ Eighth St,regular
1399782906,network,MBTA,regular
1399782906,operator,MBTA,regular
1399782906,public_transport,stop_position,regular
1399782906,ref,12859,regular
1399782906,source,massdot_import_081211,regular
1399782910,attribution,massDOT,regular
1399782910,bus,yes,regular
1399782910,highway,bus_stop,regular
1399782910,name,First Ave @ Fifth St,regular
1399782910,network,MBTA,regular
1399782910,operator,MBTA,regular
1399782910,public_transport,stop_position,regular
1399782910,ref,12856,regular
1399782910,source,massdot_import_081211,regular
1399782933,attribution,massDOT,regular
1399782933,bus,yes,regular
1399782933,highway,bus_stop,regular
1399782933,name,First Ave @ Ninth St,regular
1399782933,network,MBTA,regular
1399782933,operator,MBTA,regular
1399782933,public_transport,stop_position,regular
1399782933,ref,12855,regular
1399782933,source,massdot_import_081211,regular
1399782937,attribution,massDOT,regular
1399782937,bus,yes,regular
1399782937,highway,bus_stop,regular
1399782937,name,First Ave @ Ninth St,regular
1399782937,network,MBTA,regular
1399782937,operator,MBTA,regular
1399782937,public_transport,stop_position,regular
1399782937,ref,12860,regular
1399782937,source,massdot_import_081211,regular
1399783127,attribution,massDOT,regular
1399783127,bus,yes,regular
1399783127,highway,bus_stop,regular
1399783127,name,Franklin St @ Devonshire St,regular
1399783127,network,MBTA,regular
1399783127,operator,MBTA,regular
1399783127,public_transport,stop_position,regular
1399783127,ref,6535,regular
1399783127,source,massdot_import_081211,regular
1399783334,attribution,massDOT,regular
1399783334,bus,yes,regular
1399783334,highway,bus_stop,regular
1399783334,name,Franklin St @ Sidney St,regular
1399783334,network,MBTA,regular
1399783334,operator,MBTA,regular
1399783334,public_transport,stop_position,regular
1399783334,ref,730,regular
1399783334,source,massdot_import_081211,regular
1399783425,attribution,massDOT,regular
1399783425,bus,yes,regular
1399783425,highway,bus_stop,regular
1399783425,name,Franklin St @ Washington St,regular
1399783425,network,MBTA,regular
1399783425,operator,MBTA,regular
1399783425,public_transport,stop_position,regular
1399783425,ref,16540,regular
1399783425,source,massdot_import_081211,regular
1399784051,attribution,massDOT,regular
1399784051,bus,yes,regular
1399784051,highway,bus_stop,regular
1399784051,name,Government Center Station - Green Line Westbound,regular
1399784051,network,MBTA,regular
1399784051,operator,MBTA,regular
1399784051,public_transport,stop_position,regular
1399784051,ref,70202,regular
1399784051,source,massdot_import_081211,regular
1399784167,attribution,massDOT,regular
1399784167,bus,yes,regular
1399784167,highway,bus_stop,regular
1399784167,name,Granite St @ Brookline St,regular
1399784167,network,MBTA,regular
1399784167,operator,MBTA,regular
1399784167,public_transport,stop_position,regular
1399784167,ref,1772,regular
1399784167,source,massdot_import_081211,regular
1399784201,attribution,massDOT,regular
1399784201,bus,yes,regular
1399784201,highway,bus_stop,regular
1399784201,name,Granite St @ Pearl St,regular
1399784201,network,MBTA,regular
1399784201,operator,MBTA,regular
1399784201,public_transport,stop_position,regular
1399784201,ref,1771,regular
1399784201,source,massdot_import_081211,regular
1399784391,attribution,massDOT,regular
1399784391,bus,yes,regular
1399784391,highway,bus_stop,regular
1399784391,name,Hampshire St @ Broadway,regular
1399784391,network,MBTA,regular
1399784391,operator,MBTA,regular
1399784391,public_transport,stop_position,regular
1399784391,ref,2518,regular
1399784391,source,massdot_import_081211,regular
1399784396,attribution,massDOT,regular
1399784396,bus,yes,regular
1399784396,highway,bus_stop,regular
1399784396,name,Hampshire St @ Cardinal Medeiros Ave,regular
1399784396,network,MBTA,regular
1399784396,operator,MBTA,regular
1399784396,public_transport,stop_position,regular
1399784396,ref,2521,regular
1399784396,source,massdot_import_081211,regular
1399784401,attribution,massDOT,regular
1399784401,bus,yes,regular
1399784401,highway,bus_stop,regular
1399784401,name,Hampshire St @ Clark St,regular
1399784401,network,MBTA,regular
1399784401,operator,MBTA,regular
1399784401,public_transport,stop_position,regular
1399784401,ref,2517,regular
1399784401,source,massdot_import_081211,regular
1399784405,attribution,massDOT,regular
1399784405,bus,yes,regular
1399784405,highway,bus_stop,regular
1399784405,name,Hampshire St @ Columbia St,regular
1399784405,network,MBTA,regular
1399784405,operator,MBTA,regular
1399784405,public_transport,stop_position,regular
1399784405,ref,2524,regular
1399784405,source,massdot_import_081211,regular
1399784410,attribution,massDOT,regular
1399784410,bus,yes,regular
1399784410,highway,bus_stop,regular
1399784410,name,Hampshire St @ Inman St,regular
1399784410,network,MBTA,regular
1399784410,operator,MBTA,regular
1399784410,public_transport,stop_position,regular
1399784410,ref,2439,regular
1399784410,source,massdot_import_081211,regular
1399784411,attribution,massDOT,regular
1399784411,bus,yes,regular
1399784411,highway,bus_stop,regular
1399784411,name,Hampshire St @ Webster Ave,regular
1399784411,network,MBTA,regular
1399784411,operator,MBTA,regular
1399784411,public_transport,stop_position,regular
1399784411,ref,2522,regular
1399784411,source,massdot_import_081211,regular
1399784412,attribution,massDOT,regular
1399784412,bus,yes,regular
1399784412,highway,bus_stop,regular
1399784412,name,Hampshire St @ Windsor St,regular
1399784412,network,MBTA,regular
1399784412,operator,MBTA,regular
1399784412,public_transport,stop_position,regular
1399784412,ref,2523,regular
1399784412,source,massdot_import_081211,regular
1399784597,attribution,massDOT,regular
1399784597,bus,yes,regular
1399784597,highway,bus_stop,regular
1399784597,name,Harrison Ave  @ E Brookline St,regular
1399784597,network,MBTA,regular
1399784597,operator,MBTA,regular
1399784597,public_transport,stop_position,regular
1399784597,ref,11158,regular
1399784597,source,massdot_import_081211,regular
1399784599,attribution,massDOT,regular
1399784599,bus,yes,regular
1399784599,highway,bus_stop,regular
1399784599,name,Harrison Ave @ Albany Garage Long Island Run,regular
1399784599,network,MBTA,regular
1399784599,operator,MBTA,regular
1399784599,public_transport,stop_position,regular
1399784599,ref,27510,regular
1399784599,source,massdot_import_081211,regular
1399784600,attribution,massDOT,regular
1399784600,bus,yes,regular
1399784600,highway,bus_stop,regular
1399784600,name,Harrison Ave @ E Lenox St,regular
1399784600,network,MBTA,regular
1399784600,operator,MBTA,regular
1399784600,public_transport,stop_position,regular
1399784600,ref,1791,regular
1399784600,source,massdot_import_081211,regular
1399784602,attribution,massDOT,regular
1399784602,bus,yes,regular
1399784602,highway,bus_stop,regular
1399784602,name,Harrison Ave @ E Newton St,regular
1399784602,network,MBTA,regular
1399784602,operator,MBTA,regular
1399784602,public_transport,stop_position,regular
1399784602,ref,10015,regular
1399784602,source,massdot_import_081211,regular
1399784603,attribution,massDOT,regular
1399784603,bus,yes,regular
1399784603,highway,bus_stop,regular
1399784603,name,Harrison Ave @ Melnea Cass Blvd,regular
1399784603,network,MBTA,regular
1399784603,operator,MBTA,regular
1399784603,public_transport,stop_position,regular
1399784603,ref,11792,regular
1399784603,source,massdot_import_081211,regular
1399784604,attribution,massDOT,regular
1399784604,bus,yes,regular
1399784604,highway,bus_stop,regular
1399784604,name,Harrison Ave @ Worcester Sq,regular
1399784604,network,MBTA,regular
1399784604,operator,MBTA,regular
1399784604,public_transport,stop_position,regular
1399784604,ref,1790,regular
1399784604,source,massdot_import_081211,regular
1399784605,attribution,massDOT,regular
1399784605,bus,yes,regular
1399784605,highway,bus_stop,regular
1399784605,name,Harrison Ave opp. East Springfield St.,regular
1399784605,network,MBTA,regular
1399784605,operator,MBTA,regular
1399784605,public_transport,stop_position,regular
1399784605,ref,15088,regular
1399784605,source,massdot_import_081211,regular
1399784607,attribution,massDOT,regular
1399784607,bus,yes,regular
1399784607,highway,bus_stop,regular
1399784607,name,Harrison Ave. opp Plympton St,regular
1399784607,network,MBTA,regular
1399784607,operator,MBTA,regular
1399784607,public_transport,stop_position,regular
1399784607,ref,21158,regular
1399784607,source,massdot_import_081211,regular
1399784624,attribution,massDOT,regular
1399784624,bus,yes,regular
1399784624,highway,bus_stop,regular
1399784624,name,Harvard Sq @ Garden St - Dawes Island,regular
1399784624,network,MBTA,regular
1399784624,operator,MBTA,regular
1399784624,public_transport,stop_position,regular
1399784624,ref,22549,regular
1399784624,source,massdot_import_081211,regular
1399784625,attribution,massDOT,regular
1399784625,bus,yes,regular
1399784625,highway,bus_stop,regular
1399784625,name,Harvard St @ Aspinwall St,regular
1399784625,network,MBTA,regular
1399784625,operator,MBTA,regular
1399784625,public_transport,stop_position,regular
1399784625,ref,1369,regular
1399784625,source,massdot_import_081211,regular
1399784641,attribution,massDOT,regular
1399784641,bus,yes,regular
1399784641,highway,bus_stop,regular
1399784641,name,Harvard St @ Kent St,regular
1399784641,network,MBTA,regular
1399784641,operator,MBTA,regular
1399784641,public_transport,stop_position,regular
1399784641,ref,1367,regular
1399784641,source,massdot_import_081211,regular
1399784642,attribution,massDOT,regular
1399784642,bus,yes,regular
1399784642,highway,bus_stop,regular
1399784642,name,Harvard St @ Linden St,regular
1399784642,network,MBTA,regular
1399784642,operator,MBTA,regular
1399784642,public_transport,stop_position,regular
1399784642,ref,1368,regular
1399784642,source,massdot_import_081211,regular
1399784644,attribution,massDOT,regular
1399784644,bus,yes,regular
1399784644,highway,bus_stop,regular
1399784644,name,Harvard St @ Marion St,regular
1399784644,network,MBTA,regular
1399784644,operator,MBTA,regular
1399784644,public_transport,stop_position,regular
1399784644,ref,1309,regular
1399784644,source,massdot_import_081211,regular
1399784645,attribution,massDOT,regular
1399784645,bus,yes,regular
1399784645,highway,bus_stop,regular
1399784645,name,Harvard St @ Pierce St,regular
1399784645,network,MBTA,regular
1399784645,operator,MBTA,regular
1399784645,public_transport,stop_position,regular
1399784645,ref,1312,regular
1399784645,source,massdot_import_081211,regular
1399784647,attribution,massDOT,regular
1399784647,bus,yes,regular
1399784647,highway,bus_stop,regular
1399784647,name,Harvard St @ School St,regular
1399784647,network,MBTA,regular
1399784647,operator,MBTA,regular
1399784647,public_transport,stop_position,regular
1399784647,ref,1311,regular
1399784647,source,massdot_import_081211,regular
1399784650,attribution,massDOT,regular
1399784650,bus,yes,regular
1399784650,highway,bus_stop,regular
1399784650,name,Harvard St @ Washington St,regular
1399784650,network,MBTA,regular
1399784650,operator,MBTA,regular
1399784650,public_transport,stop_position,regular
1399784650,ref,1313,regular
1399784650,source,massdot_import_081211,regular
1399784657,attribution,massDOT,regular
1399784657,bus,yes,regular
1399784657,highway,bus_stop,regular
1399784657,name,Harvard Station - Outbound,regular
1399784657,network,MBTA,regular
1399784657,operator,MBTA,regular
1399784657,public_transport,stop_position,regular
1399784657,ref,70068,regular
1399784657,source,massdot_import_081211,regular
1399784659,attribution,massDOT,regular
1399784659,bus,yes,regular
1399784659,highway,bus_stop,regular
1399784659,name,Hawes St - Inbound,regular
1399784659,network,MBTA,regular
1399784659,operator,MBTA,regular
1399784659,public_transport,stop_position,regular
1399784659,ref,70214,regular
1399784659,source,massdot_import_081211,regular
1399784660,attribution,massDOT,regular
1399784660,bus,yes,regular
1399784660,highway,bus_stop,regular
1399784660,name,Hawes St - Outbound,regular
1399784660,network,MBTA,regular
1399784660,operator,MBTA,regular
1399784660,public_transport,stop_position,regular
1399784660,ref,70213,regular
1399784660,source,massdot_import_081211,regular
1399784666,attribution,massDOT,regular
1399784666,bus,yes,regular
1399784666,highway,bus_stop,regular
1399784666,name,Haymarket Station,regular
1399784666,network,MBTA,regular
1399784666,operator,MBTA,regular
1399784666,public_transport,stop_position,regular
1399784666,ref,8310,regular
1399784666,source,massdot_import_081211,regular
1399784681,attribution,massDOT,regular
1399784681,bus,yes,regular
1399784681,highway,bus_stop,regular
1399784681,name,Heath St @ VA Hospital,regular
1399784681,network,MBTA,regular
1399784681,operator,MBTA,regular
1399784681,public_transport,stop_position,regular
1399784681,ref,1747,regular
1399784681,source,massdot_import_081211,regular
1399784688,attribution,massDOT,regular
1399784688,bus,yes,regular
1399784688,highway,bus_stop,regular
1399784688,name,Heath St @ Wensley St,regular
1399784688,network,MBTA,regular
1399784688,operator,MBTA,regular
1399784688,public_transport,stop_position,regular
1399784688,ref,1755,regular
1399784688,source,massdot_import_081211,regular
1399784693,attribution,massDOT,regular
1399784693,bus,yes,regular
1399784693,highway,bus_stop,regular
1399784693,name,Heath St Platform - Green Line E,regular
1399784693,network,MBTA,regular
1399784693,operator,MBTA,regular
1399784693,public_transport,stop_position,regular
1399784693,ref,70260,regular
1399784693,source,massdot_import_081211,regular
1399784695,attribution,massDOT,regular
1399784695,bus,yes,regular
1399784695,highway,bus_stop,regular
1399784695,name,Heath St opp Hayden St,regular
1399784695,network,MBTA,regular
1399784695,operator,MBTA,regular
1399784695,public_transport,stop_position,regular
1399784695,ref,1749,regular
1399784695,source,massdot_import_081211,regular
1399784699,attribution,massDOT,regular
1399784699,bus,yes,regular
1399784699,highway,bus_stop,regular
1399784699,name,Heath St opp Hennigan School,regular
1399784699,network,MBTA,regular
1399784699,operator,MBTA,regular
1399784699,public_transport,stop_position,regular
1399784699,ref,1758,regular
1399784699,source,massdot_import_081211,regular
1399784705,attribution,massDOT,regular
1399784705,bus,yes,regular
1399784705,highway,bus_stop,regular
1399784705,name,Heath St opp VA Hospital,regular
1399784705,network,MBTA,regular
1399784705,operator,MBTA,regular
1399784705,public_transport,stop_position,regular
1399784705,ref,1760,regular
1399784705,source,massdot_import_081211,regular
1399784706,attribution,massDOT,regular
1399784706,bus,yes,regular
1399784706,highway,bus_stop,regular
1399784706,name,Herald St @ Harrison Ave,regular
1399784706,network,MBTA,regular
1399784706,operator,MBTA,regular
1399784706,public_transport,stop_position,regular
1399784706,ref,11481,regular
1399784706,source,massdot_import_081211,regular
1399784712,attribution,massDOT,regular
1399784712,bus,yes,regular
1399784712,highway,bus_stop,regular
1399784712,name,Herald St @ Tremont St,regular
1399784712,network,MBTA,regular
1399784712,operator,MBTA,regular
1399784712,public_transport,stop_position,regular
1399784712,ref,147,regular
1399784712,source,massdot_import_081211,regular
1399784722,attribution,massDOT,regular
1399784722,bus,yes,regular
1399784722,highway,bus_stop,regular
1399784722,name,High St @ Cumberland Ave,regular
1399784722,network,MBTA,regular
1399784722,operator,MBTA,regular
1399784722,public_transport,stop_position,regular
1399784722,ref,1554,regular
1399784722,source,massdot_import_081211,regular
1399784791,attribution,massDOT,regular
1399784791,bus,yes,regular
1399784791,highway,bus_stop,regular
1399784791,name,High St @ Walnut St,regular
1399784791,network,MBTA,regular
1399784791,operator,MBTA,regular
1399784791,public_transport,stop_position,regular
1399784791,ref,1527,regular
1399784791,source,massdot_import_081211,regular
1399784798,attribution,massDOT,regular
1399784798,bus,yes,regular
1399784798,highway,bus_stop,regular
1399784798,name,High St opp Edgehill Rd,regular
1399784798,network,MBTA,regular
1399784798,operator,MBTA,regular
1399784798,public_transport,stop_position,regular
1399784798,ref,1528,regular
1399784798,source,massdot_import_081211,regular
1399785222,attribution,massDOT,regular
1399785222,bus,yes,regular
1399785222,highway,bus_stop,regular
1399785222,name,Huntington Ave @ Belvidere St,regular
1399785222,network,MBTA,regular
1399785222,operator,MBTA,regular
1399785222,public_transport,stop_position,regular
1399785222,ref,11388,regular
1399785222,source,massdot_import_081211,regular
1399785223,attribution,massDOT,regular
1399785223,bus,yes,regular
1399785223,highway,bus_stop,regular
1399785223,name,Huntington Ave @ Evans Way,regular
1399785223,network,MBTA,regular
1399785223,operator,MBTA,regular
1399785223,public_transport,stop_position,regular
1399785223,ref,81391,regular
1399785223,source,massdot_import_081211,regular
1399785224,attribution,massDOT,regular
1399785224,bus,yes,regular
1399785224,highway,bus_stop,regular
1399785224,name,Huntington Ave @ Exeter St,regular
1399785224,network,MBTA,regular
1399785224,operator,MBTA,regular
1399785224,public_transport,stop_position,regular
1399785224,ref,1793,regular
1399785224,source,massdot_import_081211,regular
1399785225,attribution,massDOT,regular
1399785225,bus,yes,regular
1399785225,highway,bus_stop,regular
1399785225,name,Huntington Ave @ Fenwood Rd,regular
1399785225,network,MBTA,regular
1399785225,operator,MBTA,regular
1399785225,public_transport,stop_position,regular
1399785225,ref,1363,regular
1399785225,source,massdot_import_081211,regular
1399785226,attribution,massDOT,regular
1399785226,bus,yes,regular
1399785226,highway,bus_stop,regular
1399785226,name,Huntington Ave @ Forsyth St,regular
1399785226,network,MBTA,regular
1399785226,operator,MBTA,regular
1399785226,public_transport,stop_position,regular
1399785226,ref,51391,regular
1399785226,source,massdot_import_081211,regular
1399785227,attribution,massDOT,regular
1399785227,bus,yes,regular
1399785227,highway,bus_stop,regular
1399785227,name,Huntington Ave @ Francis St,regular
1399785227,network,MBTA,regular
1399785227,operator,MBTA,regular
1399785227,public_transport,stop_position,regular
1399785227,ref,93391,regular
1399785227,source,massdot_import_081211,regular
1399785228,attribution,massDOT,regular
1399785228,bus,yes,regular
1399785228,highway,bus_stop,regular
1399785228,name,Huntington Ave @ Gainsborough St,regular
1399785228,network,MBTA,regular
1399785228,operator,MBTA,regular
